URLs,year,IslamWords,totals,anxioutyWords,chappwords,DHSWords,ReligLWICwords,optwords,frequency_anxiouty,frequency_religLWIC,frequency_dhs,frequency_anxiouty_lag1,frequency_religLWIC_lag1,frequency_dhs_lag1,frequency_reli_Lwicnoislam,frequency_chapp,frequency_islam,frequency_opt,state,globalterrorism,abbr,femadec,terroristattack,bioguide,end_last_term,first,last,religion,unafilated,other,jew,mormon,othodoxchristain,protestantdemonation,catholic,aa,hisp,id,icpsr,thomas,govtrack,cong,gender,type,start,end,district,class,party,dw1,comc,comr,leadcham,simpleparty,dwisest,manualcorrection,scomc,scomr,percentwhite,pres2,veryconservative,don'tattendchurch,don'tpray,unemploy,nonwhite,abrvState,catholic_state,jewish_state,evang_state,orthodox_state,bkprot_state,mainline_state,conservative.non.traditional_state,liberal.protestant_state,secular_state,veryReligous,upforElection,Female,Republican,urls2
collins,2008,22,6390962,4724,2620,47812,3760,13094,0.00073917,0.000588332,0.007481191,0.000618888,0.000129541,0.004565915,0.000584889,0.000409955,3.44E-06,0.002048832,Maine,4785,ME,16,0,C001035,1/3/21,Susan,Collins,Catholic,0,0,0,0,0,0,1,0,0,203,49703,1541,300025,110,F,sen,1/7/03,1/3/09,0,2,Republican,0.048,0,1,0,R,NULL,NULL,NULL,NULL,0.9565217,3.241107,3.29249,4.407115,4.342742,5.4,0,me,21.53570938,0.664534092,5.810194016,0,0.085184149,7.485455036,0.485044718,0.340980917,63.59289932,0.34,1,1,1,collins
collins,2010,6,691736,517,202,3528,339,1105,0.000747396,0.000490072,0.005100213,0.00073917,0.000588332,0.007481191,0.000481399,0.00029202,8.67E-06,0.001597431,Maine,4805,ME,7,0,C001035,1/3/21,Susan,Collins,Catholic,0,0,0,0,0,0,1,0,0,205,49703,1541,300025,111,F,sen,1/6/09,1/3/15,0,2,Republican,0.042,0,1,0,R,NULL,NULL,0,1,0.9212828,2.803519,3.396502,4.215744,3.772595,8.2,0,me,21.53570938,0.664534092,5.810194016,0,0.085184149,7.485455036,0.485044718,0.340980917,63.59289932,0.34,0,1,1,collins
collins,2012,14,1422108,1243,620,6742,808,2774,0.000874056,0.000568172,0.00474085,0.000747396,0.000490072,0.005100213,0.000558327,0.000435974,9.85E-06,0.001950626,Maine,8481,ME,0,0,C001035,1/3/21,Susan,Collins,Catholic,0,0,0,0,0,0,1,0,0,204,49703,1541,300025,112,F,sen,1/6/09,1/3/15,0,2,Republican,0.035,0,1,0,R,NULL,NULL,0,1,0.9079284,2.723077,3.287179,4.438461,4.048594,7.7,0,me,21.53570938,0.664534092,5.810194016,0,0.085184149,7.485455036,0.485044718,0.340980917,63.59289932,0.34,0,1,1,collins
conrad,2006,0,478676,303,88,1727,60,1078,0.000632997,0.000125347,0.003607869,NA,NA,NA,0.000125347,0.000183841,1.00E-09,0.002252046,North Dakota,2743,ND,16,0,C000705,1/3/13,Kent,Conrad,Unitarian-Universalist,0,1,0,0,0,0,0,0,0,10303,15502,1307,300026,109,M,sen,1/3/01,12/9/06,0,1,Democrat,-0.309,0,1,0,D,NULL,NULL,0,1,0.9375,2.791667,3.364583,2.536842,2.744681,3.3,0,nd,27.1496563,0.095833384,12.09095192,0,0.13728866,36.02160263,0.369129628,0.021133374,24.1346283,0.53,1,0,0,conrad
conrad,2008,0,2744900,1729,1486,12717,1535,14818,0.000629896,0.00055922,0.004632957,0.000632997,0.000125347,0.003607869,0.00055922,0.000541369,1.00E-09,0.005398376,North Dakota,4785,ND,0,0,C000705,1/3/13,Kent,Conrad,Unitarian-Universalist,0,1,0,0,0,0,0,0,0,10305,15502,1307,300026,110,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.298,1,0,0,D,NULL,NULL,1,0,0.949495,2.909091,3.535353,3.383838,3.846939,3.2,0,nd,27.1496563,0.095833384,12.09095192,0,0.13728866,36.02160263,0.369129628,0.021133374,24.1346283,0.53,0,0,0,conrad
conrad,2010,0,4693225,3278,2178,22655,2159,25175,0.000698455,0.000460026,0.004827172,0.000629896,0.00055922,0.004632957,0.000460026,0.000464074,1.00E-09,0.005364116,North Dakota,4805,ND,88,0,C000705,1/3/13,Kent,Conrad,Unitarian-Universalist,0,1,0,0,0,0,0,0,0,10306,15502,1307,300026,111,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.287,1,0,0,D,NULL,NULL,1,0,0.962406,2.947368,3.526316,3.511278,2.80303,3.8,0,nd,27.1496563,0.095833384,12.09095192,0,0.13728866,36.02160263,0.369129628,0.021133374,24.1346283,0.53,0,0,0,conrad
conrad,2012,0,1632834,1357,856,8946,918,9675,0.000831071,0.000562214,0.005478819,0.000698455,0.000460026,0.004827172,0.000562214,0.000524243,1.00E-09,0.005925282,North Dakota,8481,ND,0,0,C000705,1/3/13,Kent,Conrad,Unitarian-Universalist,0,1,0,0,0,0,0,0,0,10304,15502,1307,300026,112,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.277,1,0,0,D,NULL,NULL,1,0,0.9622642,2.943396,3.632076,3.660377,3.132076,3.2,0,nd,27.1496563,0.095833384,12.09095192,0,0.13728866,36.02160263,0.369129628,0.021133374,24.1346283,0.53,1,0,0,conrad
coons,2010,0,2584,0,0,7,0,3,1.00E-09,1.00E-09,0.002708979,NA,NA,NA,1.00E-09,1.00E-09,1.00E-09,0.001160992,Delaware,4805,DE,3,0,C001088,1/3/21,Chris,Coons,Presbyterian,0,0,0,0,0,1,0,0,0,415,40916,1984,412390,111,M,sen,11/15/10,1/3/15,0,2,Democrat,-0.397,0,0,0,D,NULL,NULL,NULL,NULL,0.7061611,2.720379,3.364929,3.758294,3.023697,8.5,0,de,17.46421242,1.426066756,5.658032417,0,6.011847019,14.7925148,0.418212831,0.218113154,54.01100159,0.52,0,0,0,coons
coons,2012,137,4632045,2276,2465,9585,3035,10144,0.000491361,0.000655219,0.002069281,1.00E-09,1.00E-09,0.002708979,0.000625643,0.000532163,2.96E-05,0.002189962,Delaware,8481,DE,6,0,C001088,1/3/21,Chris,Coons,Presbyterian,0,0,0,0,0,1,0,0,0,414,40916,1984,412390,112,M,sen,11/15/10,1/3/15,0,2,Democrat,-0.397,0,0,0,D,NULL,NULL,0,0,0.7510917,2.41048,3.184211,4.008734,3.427948,7.2,0,de,17.46421242,1.426066756,5.658032417,0,6.011847019,14.7925148,0.418212831,0.218113154,54.01100159,0.52,0,0,0,coons
corker,2008,0,1778904,884,584,4718,613,2621,0.000496936,0.000344595,0.002652196,NA,NA,NA,0.000344595,0.000328293,1.00E-09,0.00147338,Tennessee,4785,TN,19,2,C001071,1/3/19,Bob,Corker,Presbyterian,0,0,0,0,0,1,0,0,0,46,40705,1825,412248,110,M,sen,1/4/07,1/3/13,0,1,Republican,0.397,0,0,0,R,NULL,NULL,0,0,0.8774885,3.065951,3.689127,3.242703,2.956857,6.6,0,tn,2.813159704,0.245446771,40.63577652,0,5.746162891,11.27584839,0.320574254,0.051812675,38.79838562,0.73,0,0,1,corker
corker,2010,0,1135006,841,713,2958,614,2353,0.000740966,0.000540967,0.002606155,0.000496936,0.000344595,0.002652196,0.000540967,0.000628192,1.00E-09,0.002073118,Tennessee,4805,TN,59,0,C001071,1/3/19,Bob,Corker,Presbyterian,0,0,0,0,0,1,0,0,0,47,40705,1825,412248,111,M,sen,1/4/07,1/3/13,0,1,Republican,0.397,0,1,0,R,NULL,NULL,0,1,0.811789,3.039297,3.675284,3.301965,2.571872,9.4,0,tn,2.813159704,0.245446771,40.63577652,0,5.746162891,11.27584839,0.320574254,0.051812675,38.79838562,0.73,0,0,1,corker
corker,2012,12,771378,633,432,3458,489,1876,0.00082061,0.000633931,0.004482887,0.000740966,0.000540967,0.002606155,0.000618375,0.000560038,1.56E-05,0.002432012,Tennessee,8481,TN,10,0,C001071,1/3/19,Bob,Corker,Presbyterian,0,0,0,0,0,1,0,0,0,45,40705,1825,412248,112,M,sen,1/4/07,1/3/13,0,1,Republican,0.397,0,1,0,R,NULL,NULL,0,1,0.8037915,2.872986,3.643264,3.57075,2.816714,7.8,0,tn,2.813159704,0.245446771,40.63577652,0,5.746162891,11.27584839,0.320574254,0.051812675,38.79838562,0.73,1,0,1,corker
cornyn,2006,1038,64754149,83329,47609,443270,47719,172569,0.001286853,0.000736927,0.006845431,NA,NA,NA,0.000720897,0.000735228,1.60E-05,0.002664989,Texas,2743,TX,276,0,C001056,1/3/21,John,Cornyn,Church of Christ,0,0,0,0,0,1,0,0,0,207,40305,1692,300027,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.545,0,0,0,R,NULL,NULL,0,0,0.6380918,2.817363,3.337971,2.670895,2.5747,4.8,0,tx,21.0446434,0.635684907,27.1744709,0,4.815392494,9.775830269,0.655088663,0.034415763,35.85221481,0.64,0,0,1,cornyn
cornyn,2008,120,9298743,6862,5438,49775,6793,31016,0.00073795,0.00073053,0.005352875,0.001286853,0.000736927,0.006845431,0.000717625,0.000584811,1.29E-05,0.003335506,Texas,4785,TX,470,0,C001056,1/3/21,John,Cornyn,Church of Christ,0,0,0,0,0,1,0,0,0,208,40305,1692,300027,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.555,0,1,0,R,NULL,NULL,0,1,0.7158341,2.983962,3.60886,3.428706,2.99383,4.8,0,tx,21.0446434,0.635684907,27.1744709,0,4.815392494,9.775830269,0.655088663,0.034415763,35.85221481,0.64,1,0,1,cornyn
cornyn,2010,117,8786835,7330,6225,34225,6508,23848,0.000834204,0.000740654,0.003895033,0.00073795,0.00073053,0.005352875,0.000727339,0.000708447,1.33E-05,0.002714061,Texas,4805,TX,46,1,C001056,1/3/21,John,Cornyn,Church of Christ,0,0,0,0,0,1,0,0,0,210,40305,1692,300027,111,M,sen,1/6/09,1/3/15,0,2,Republican,0.565,0,0,0,R,NULL,NULL,0,0,0.6484739,3.00907,3.612578,3.568064,2.841615,8,0,tx,21.0446434,0.635684907,27.1744709,0,4.815392494,9.775830269,0.655088663,0.034415763,35.85221481,0.64,0,0,1,cornyn
cornyn,2012,42,3740482,3358,2904,16733,3351,9843,0.000897746,0.000895875,0.004473489,0.000834204,0.000740654,0.003895033,0.000884646,0.000776372,1.12E-05,0.00263148,Texas,8481,TX,1,1,C001056,1/3/21,John,Cornyn,Church of Christ,0,0,0,0,0,1,0,0,0,209,40305,1692,300027,112,M,sen,1/6/09,1/3/15,0,2,Republican,0.575,0,0,0,R,NULL,NULL,0,0,0.6127532,2.811952,3.512195,3.622569,2.907098,6.7,0,tx,21.0446434,0.635684907,27.1744709,0,4.815392494,9.775830269,0.655088663,0.034415763,35.85221481,0.64,0,0,1,cornyn
corzine,2006,0,42,0,0,0,0,0,1.00E-09,1.00E-09,1.00E-09,NA,NA,NA,1.00E-09,1.00E-09,1.00E-09,1.00E-09,New Jersey,2743,NJ,4,0,C001042,1/17/06,Jon,Corzine,United Church of Christ,0,0,0,0,0,1,0,0,0,7907,40104,1630,300028,109,M,sen,1/3/01,1/17/06,0,1,Democrat,-0.51,0,0,0,D,NULL,NULL,NULL,NULL,0.7015644,2.936145,3.241169,2.924666,2.972054,4.8,0,nj,41.25792313,5.561119556,3.212703228,0,3.445155621,7.320766449,0.152725905,0.063310236,38.74893951,0.55,1,0,0,corzine
craig,2006,10,1774203,1176,1057,5338,1408,4479,0.000662834,0.000793597,0.003008676,NA,NA,NA,0.00078796,0.000595761,5.64E-06,0.002524515,Idaho,2743,ID,1,0,C000858,1/3/09,Larry,Craig,Methodist,0,0,0,0,0,1,0,0,0,8343,14809,246,300029,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.457,1,0,0,R,NULL,NULL,1,0,0.9230769,2.62449,3.460905,2.872951,2.85124,3.5,0,id,7.340161324,0,10.12764835,0,0.044499673,6.17611742,26.6262989,0.055922579,49.5975647,0.51,0,0,1,craig
craig,2008,10,1922270,1440,771,4261,1074,4692,0.000749115,0.000558715,0.002216651,0.000662834,0.000793597,0.003008676,0.000553513,0.000401089,5.20E-06,0.002440865,Idaho,4785,ID,2,0,C000858,1/3/09,Larry,Craig,Methodist,0,0,0,0,0,1,0,0,0,8344,14809,246,300029,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.438,0,1,0,R,NULL,NULL,NULL,NULL,0.8907104,2.874317,3.661202,3.595628,2.855556,5.4,0,id,7.340161324,0,10.12764835,0,0.044499673,6.17611742,26.6262989,0.055922579,49.5975647,0.51,1,0,1,craig
crapo,2006,278,4109911,2308,3891,17581,4770,7969,0.00056157,0.00116061,0.004277709,NA,NA,NA,0.001092969,0.000946737,6.76E-05,0.001938972,Idaho,2743,ID,1,0,C000880,1/3/23,Michael,Crapo,Mormon,0,0,0,1,0,0,0,0,0,838,29345,250,300030,109,M,sen,1/4/05,12/22/10,0,3,Republican,0.524,0,0,0,R,NULL,NULL,0,0,0.9230769,2.62449,3.460905,2.872951,2.85124,3.5,0,id,7.340161324,0,10.12764835,0,0.044499673,6.17611742,26.6262989,0.055922579,49.5975647,0.51,0,0,1,crapo
crapo,2008,134,3125419,1235,1972,7503,2405,4206,0.000395148,0.000769498,0.002400639,0.00056157,0.00116061,0.004277709,0.000726624,0.000630956,4.29E-05,0.001345741,Idaho,4785,ID,2,0,C000880,1/3/23,Michael,Crapo,Mormon,0,0,0,1,0,0,0,0,0,839,29345,250,300030,110,M,sen,1/4/05,12/22/10,0,3,Republican,0.548,0,0,0,R,NULL,NULL,0,0,0.8907104,2.874317,3.661202,3.595628,2.855556,5.4,0,id,7.340161324,0,10.12764835,0,0.044499673,6.17611742,26.6262989,0.055922579,49.5975647,0.51,0,0,1,crapo
crapo,2010,208,27325100,6795,7061,128514,18469,34726,0.000248673,0.0006759,0.004703149,0.000395148,0.000769498,0.002400639,0.000668288,0.000258408,7.61E-06,0.001270847,Idaho,4805,ID,8,0,C000880,1/3/23,Michael,Crapo,Mormon,0,0,0,1,0,0,0,0,0,840,29345,250,300030,111,M,sen,1/4/05,12/22/10,0,3,Republican,0.571,0,0,0,R,NULL,NULL,0,0,0.8788927,3.21875,3.730104,3.733564,2.930796,9,0,id,7.340161324,0,10.12764835,0,0.044499673,6.17611742,26.6262989,0.055922579,49.5975647,0.51,1,0,1,crapo
crapo,2012,43,48895634,10073,2675,170783,3565,40722,0.000206011,7.29E-05,0.003492808,0.000248673,0.0006759,0.004703149,7.20E-05,5.47E-05,8.80E-07,0.000832836,Idaho,8481,ID,0,0,C000880,1/3/23,Michael,Crapo,Mormon,0,0,0,1,0,0,0,0,0,841,29345,250,300030,112,M,sen,1/5/11,1/3/17,0,3,Republican,0.595,0,0,0,R,NULL,NULL,0,0,0.8809524,3.07672,3.621693,3.840849,3.37037,7.1,0,id,7.340161324,0,10.12764835,0,0.044499673,6.17611742,26.6262989,0.055922579,49.5975647,0.51,0,0,1,crapo
dayton,2006,36,2993575,1986,2222,13785,1740,6271,0.000663422,0.000581246,0.004604863,NA,NA,NA,0.00056922,0.000742257,1.20E-05,0.002094821,Minnesota,2743,MN,18,0,D000596,1/3/07,Mark,Dayton,Presbyterian,0,0,0,0,0,1,0,0,0,7921,40101,1629,300032,109,M,sen,1/3/01,12/9/06,0,1,Democrat,-0.487,0,0,0,D,NULL,NULL,NULL,NULL,0.8823529,2.951149,3.213415,2.750363,2.900145,4,0,mn,25.37247658,0.664534092,11.64942741,0,0.684395969,25.91269302,0.333158165,0.129574209,35.14619827,0.49,1,0,0,dayton
demint,2006,23,4175693,3462,12061,26666,10792,11636,0.000829085,0.002584482,0.006386007,NA,NA,NA,0.002578974,0.002888384,5.51E-06,0.002786604,South Carolina,2743,SC,7,0,D000595,1/1/13,Jim,DeMint,Presbyterian,0,0,0,0,0,1,0,0,0,10905,29936,1605,400105,109,M,sen,1/4/05,12/22/10,0,3,Republican,0.9,0,0,0,R,NULL,NULL,0,0,0.7841409,2.76652,3.46861,2.505543,2.408889,6.5,0,sc,2.259096861,0.245446771,32.18748474,0,11.78706646,14.8884201,0.484583855,0.035248198,38.11265182,0.7,0,0,1,demint
demint,2008,19,17506597,13243,150755,31539,144255,50982,0.000756459,0.008240038,0.00180155,0.000829085,0.002584482,0.006386007,0.008238952,0.008611326,1.09E-06,0.00291216,South Carolina,4785,SC,0,0,D000595,1/1/13,Jim,DeMint,Presbyterian,0,0,0,0,0,1,0,0,0,10906,29936,1605,400105,110,M,sen,1/4/05,12/22/10,0,3,Republican,0.9,0,0,0,R,NULL,NULL,0,0,0.8258929,2.970982,3.678571,3.246637,2.788764,6.7,0,sc,2.259096861,0.245446771,32.18748474,0,11.78706646,14.8884201,0.484583855,0.035248198,38.11265182,0.7,0,0,1,demint
demint,2010,26,25889545,7048,8480,17982,7979,85088,0.000272234,0.000308195,0.000694567,0.000756459,0.008240038,0.00180155,0.000307191,0.000327546,1.01E-06,0.003286579,South Carolina,4805,SC,0,0,D000595,1/1/13,Jim,DeMint,Presbyterian,0,0,0,0,0,1,0,0,0,10907,29936,1605,400105,111,M,sen,1/4/05,12/22/10,0,3,Republican,0.9,0,0,0,R,NULL,NULL,0,0,0.7076462,2.857571,3.567568,3.421922,2.714286,11,0,sc,2.259096861,0.245446771,32.18748474,0,11.78706646,14.8884201,0.484583855,0.035248198,38.11265182,0.7,1,0,1,demint
demint,2012,161,316157678,413070,194737,343784,324479,688134,0.001306533,0.001026321,0.001087382,0.000272234,0.000308195,0.000694567,0.001025812,0.00061595,5.10E-07,0.002176554,South Carolina,8481,SC,0,0,D000595,1/1/13,Jim,DeMint,Presbyterian,0,0,0,0,0,1,0,0,0,10908,29936,1605,400105,112,M,sen,1/5/11,1/1/13,0,3,Republican,0.9,0,0,0,R,NULL,NULL,0,0,0.719697,2.854978,3.639913,3.44577,2.696641,9.4,0,sc,2.259096861,0.245446771,32.18748474,0,11.78706646,14.8884201,0.484583855,0.035248198,38.11265182,0.7,0,0,1,demint
dewine,2006,0,806176,330,900,2934,813,2339,0.000409341,0.001008466,0.003639405,NA,NA,NA,0.001008466,0.001116383,1.00E-09,0.002901353,Ohio,2743,OH,9,0,D000294,1/3/07,Michael,DeWine,Catholic,0,0,0,0,0,0,1,0,0,7931,15020,293,300033,109,M,sen,1/3/01,12/9/06,0,1,Republican,0.102,0,0,0,R,NULL,NULL,0,0,0.8425197,2.913872,3.283746,2.78808,2.633775,5.4,0,oh,19.74513054,1.150831342,10.65159702,0,3.93164444,14.29646492,0.285596669,0.060209557,49.87026596,0.58,1,0,1,dewine
dodd,2006,132,8934607,6650,5270,27922,5878,17732,0.000744298,0.000657892,0.003125152,NA,NA,NA,0.000643118,0.000589842,1.48E-05,0.001984643,Connecticut,2743,CT,5,0,D000388,1/3/11,Christopher,Dodd,Catholic,0,0,0,0,0,0,1,0,0,8754,14213,302,300034,109,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.406,0,1,0,D,NULL,NULL,0,1,0.8486487,3.121951,3.122222,3.087912,3.229508,4.3,0,ct,41.8222847,3.512501478,4.15199852,0,2.639517546,9.690166473,0.245656073,0.126889348,37.70691299,0.43,0,0,0,dodd
dodd,2008,121,10585191,28041,6225,39319,6403,25938,0.002649079,0.000604903,0.00371453,0.000744298,0.000657892,0.003125152,0.000593472,0.000588087,1.14E-05,0.002450406,Connecticut,4785,CT,0,0,D000388,1/3/11,Christopher,Dodd,Catholic,0,0,0,0,0,0,1,0,0,8755,14213,302,300034,110,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.411,1,0,0,D,NULL,NULL,1,0,0.8813187,3.306167,3.27033,3.923077,3.473094,5.7,0,ct,41.8222847,3.512501478,4.15199852,0,2.639517546,9.690166473,0.245656073,0.126889348,37.70691299,0.43,0,0,0,dodd
dodd,2010,106,7288020,4401,3631,23434,4047,15509,0.000603869,0.000555296,0.003215415,0.002649079,0.000604903,0.00371453,0.000540751,0.000498216,1.45E-05,0.002128014,Connecticut,4805,CT,5,0,D000388,1/3/11,Christopher,Dodd,Catholic,0,0,0,0,0,0,1,0,0,8756,14213,302,300034,111,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.416,1,0,0,D,NULL,NULL,1,0,0.8152031,2.740157,3.290957,3.916121,3.44357,9.2,0,ct,41.8222847,3.512501478,4.15199852,0,2.639517546,9.690166473,0.245656073,0.126889348,37.70691299,0.43,1,0,0,dodd
dole,2006,0,1955314,1599,1859,6402,1579,5629,0.000817772,0.000807544,0.003274155,NA,NA,NA,0.000807544,0.000950743,1.00E-09,0.002878823,North Carolina,2743,NC,0,1,D000601,1/3/09,Elizabeth,Dole,Presbyterian,0,0,0,0,0,1,0,0,0,8368,40303,1698,300035,109,F,sen,1/7/03,1/3/09,0,2,Republican,0.412,0,0,0,R,NULL,NULL,NULL,NULL,0.7711864,2.922587,3.36246,2.615054,2.494105,4.7,0,nc,2.255109072,0.095833384,28.55709267,0,11.69890594,16.50942802,0.499031693,0.056074876,39.98882294,0.65,0,1,1,dole
dole,2008,23,2687802,1525,3172,7285,2910,6370,0.000567379,0.00108267,0.002710394,0.000817772,0.000807544,0.003274155,0.001074113,0.001180147,8.56E-06,0.002369967,North Carolina,4785,NC,7,0,D000601,1/3/09,Elizabeth,Dole,Presbyterian,0,0,0,0,0,1,0,0,0,8369,40303,1698,300035,110,F,sen,1/7/03,1/3/09,0,2,Republican,0.412,0,0,0,R,NULL,NULL,0,0,0.8214665,3.129649,3.479277,3.335813,3.056806,6.4,0,nc,2.255109072,0.095833384,28.55709267,0,11.69890594,16.50942802,0.499031693,0.056074876,39.98882294,0.65,1,1,1,dole
domenici,2006,23,4792186,2896,2539,21901,1977,11218,0.000604318,0.000412548,0.004570149,NA,NA,NA,0.000407748,0.000529822,4.80E-06,0.002340895,New Mexico,2743,NM,27,0,D000407,1/3/09,Pete,Domenici,Catholic,0,0,0,0,0,0,1,0,0,8386,14103,1319,300036,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.257,1,0,0,R,NULL,NULL,1,0,0.5482866,3.072327,3.179811,2.889937,2.801262,4.4,0,nm,30.8471756,0.40097183,17.73780632,0,0.465061337,6.555807114,2.602455616,0.087586768,41.30313492,0.57,0,0,1,domenici
domenici,2008,30,3491683,2022,1335,13217,1386,7561,0.000579091,0.000396944,0.003785282,0.000604318,0.000412548,0.004570149,0.000388352,0.000382338,8.59E-06,0.002165432,New Mexico,4785,NM,4,1,D000407,1/3/09,Pete,Domenici,Catholic,0,0,0,0,0,0,1,0,0,8387,14103,1319,300036,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.26,0,1,0,R,NULL,NULL,0,1,0.6615385,3.184615,3.361538,3.723077,3.338521,4.4,0,nm,30.8471756,0.40097183,17.73780632,0,0.465061337,6.555807114,2.602455616,0.087586768,41.30313492,0.57,1,0,1,domenici
dorgan,2006,0,265506,102,90,1259,75,572,0.000384173,0.00028248,0.00474189,NA,NA,NA,0.00028248,0.000338976,1.00E-09,0.002154378,North Dakota,2743,ND,16,0,D000432,1/3/11,Byron,Dorgan,Lutheran,0,0,0,0,0,1,0,0,0,8769,14812,308,300037,109,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.349,0,0,0,D,NULL,NULL,0,0,0.9375,2.791667,3.364583,2.536842,2.744681,3.3,0,nd,27.1496563,0.095833384,12.09095192,0,0.13728866,36.02160263,0.369129628,0.021133374,24.1346283,0.53,0,0,0,dorgan
dorgan,2008,0,555440,278,82,1296,100,961,0.000500505,0.000180038,0.002333286,0.000384173,0.00028248,0.00474189,0.000180038,0.000147632,1.00E-09,0.001730161,North Dakota,4785,ND,0,0,D000432,1/3/11,Byron,Dorgan,Lutheran,0,0,0,0,0,1,0,0,0,8770,14812,308,300037,110,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.342,1,0,0,D,NULL,NULL,1,0,0.949495,2.909091,3.535353,3.383838,3.846939,3.2,0,nd,27.1496563,0.095833384,12.09095192,0,0.13728866,36.02160263,0.369129628,0.021133374,24.1346283,0.53,0,0,0,dorgan
dorgan,2010,0,1738556,768,465,6053,714,3858,0.000441747,0.000410687,0.003481626,0.000500505,0.000180038,0.002333286,0.000410687,0.000267464,1.00E-09,0.002219084,North Dakota,4805,ND,88,0,D000432,1/3/11,Byron,Dorgan,Lutheran,0,0,0,0,0,1,0,0,0,8771,14812,308,300037,111,M,sen,1/4/05,12/22/10,0,3,Democrat,-0.334,1,0,0,D,NULL,NULL,1,0,0.962406,2.947368,3.526316,3.511278,2.80303,3.8,0,nd,27.1496563,0.095833384,12.09095192,0,0.13728866,36.02160263,0.369129628,0.021133374,24.1346283,0.53,1,0,0,dorgan
durbin,2006,0,176407,246,30,940,56,207,0.001394503,0.000317449,0.005328588,NA,NA,NA,0.000317449,0.000170062,1.00E-09,0.001173424,Illinois,2743,IL,32,0,D000563,1/3/21,Richard,Durbin,Catholic,0,0,0,0,0,0,1,0,0,222,15021,326,300038,109,M,sen,1/7/03,1/3/09,0,2,Democrat,-0.496,0,0,0,D,NULL,NULL,0,0,0.7479624,3.001259,3.208945,2.846154,2.877771,4.5,0,il,31.59092522,2.354976654,10.9168787,0,3.637621164,10.78231907,0.265532821,0.071833484,40.08695221,0.51,0,0,0,durbin
durbin,2008,54,2703418,2086,1436,12649,1358,4801,0.000771617,0.000502328,0.004678893,0.001394503,0.000317449,0.005328588,0.000482353,0.00053118,2.00E-05,0.001775901,Illinois,4785,IL,51,0,D000563,1/3/21,Richard,Durbin,Catholic,0,0,0,0,0,0,1,0,0,223,15021,326,300038,110,M,sen,1/7/03,1/3/09,0,2,Democrat,-0.505,0,0,0,D,NULL,NULL,0,0,0.8191126,3.216909,3.34471,3.748933,3.489637,6.6,0,il,31.59092522,2.354976654,10.9168787,0,3.637621164,10.78231907,0.265532821,0.071833484,40.08695221,0.51,1,0,0,durbin
durbin,2010,110,18250393,5466,11845,48260,8905,20660,0.000299501,0.000487936,0.002644328,0.000771617,0.000502328,0.004678893,0.000481908,0.000649028,6.03E-06,0.001132031,Illinois,4805,IL,11,0,D000563,1/3/21,Richard,Durbin,Catholic,0,0,0,0,0,0,1,0,0,225,15021,326,300038,111,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.513,0,0,0,D,NULL,NULL,0,0,0.7068353,2.627723,3.27747,3.819439,3.247431,10.2,0,il,31.59092522,2.354976654,10.9168787,0,3.637621164,10.78231907,0.265532821,0.071833484,40.08695221,0.51,0,0,0,durbin
durbin,2012,2,35704085,259,255,59431,245,879,7.26E-06,6.86E-06,0.001664544,0.000299501,0.000487936,0.002644328,6.81E-06,7.14E-06,5.70E-08,2.46E-05,Illinois,8481,IL,0,1,D000563,1/3/21,Richard,Durbin,Catholic,0,0,0,0,0,0,1,0,0,224,15021,326,300038,112,M,sen,1/6/09,1/3/15,0,2,Democrat,-0.522,0,0,0,D,NULL,NULL,0,0,0.6931653,2.469418,3.231292,3.944633,3.357108,8.7,0,il,31.59092522,2.354976654,10.9168787,0,3.637621164,10.78231907,0.265532821,0.071833484,40.08695221,0.51,0,0,0,durbin
ensign,2006,116,3570949,2631,3038,10984,2783,7412,0.00073678,0.000779346,0.003075934,NA,NA,NA,0.000746861,0.000850755,3.25E-05,0.00207564,Nevada,2743,NV,16,0,E000194,5/3/11,John,Ensign,Pentecostal,0,0,0,0,0,1,0,0,0,9221,29537,348,300040,109,M,sen,1/3/01,12/9/06,0,1,Republican,0.496,0,0,0,R,NULL,NULL,0,0,0.825974,2.986979,3.343008,3.220159,3.091864,4.1,0,nv,13.05971813,1.697407246,5.815450191,0,1.701900363,2.437443495,7.408100605,0.017556516,67.85643005,0.49,1,0,1,ensign
